년도	타석	홈런	삼진	볼넷	삼진비율	볼넷비율	타율	출루율	타점	예상장타율	가중출루율	예상출루율	헛스윙비율	스윙비율
403	 Abreu, José	2020	262	19	59	18	22.5	6.9	.317	.987	60	.587	.411	.357	30.1	48.5
404	 Hernández, César	2020	261	3	57	24	21.8	9.2	.283	.763	20	.396	.335	.346	19.6	43.6
405	 Story, Trevor	2020	259	11	63	24	24.3	9.3	.289	.874	28	.457	.370	.323	25.7	45.8
406	 Turner, Trea	2020	259	12	36	22	13.9	8.5	.335	.982	41	.515	.413	.369	19.6	46.9
407	 Tatis Jr., Fernando	2020	257	17	61	27	23.7	10.5	.277	.937	45	.614	.392	.386	28.0	47.0
408	 Santana, Carlos	2020	255	8	43	47	16.9	18.4	.199	.699	30	.448	.316	.393	20.6	36.3
409	 Machado, Manny	2020	254	16	37	26	14.6	10.2	.304	.950	47	.540	.391	.372	21.7	46.7
410	 Ramírez, José	2020	254	17	43	31	16.9	12.2	.292	.993	46	.507	.415	.362	16.6	41.4
411	 Grisham, Trent	2020	252	10	64	31	25.4	12.3	.251	.808	26	.482	.349	.366	24.2	38.3
412	 Marte, Starling	2020	250	6	41	12	16.4	4.8	.281	.770	27	.420	.333	.326	25.2	52.7
413	 Muncy, Max	2020	248	12	60	39	24.2	15.7	.192	.720	27	.473	.316	.362	26.8	36.6
414	 Seager, Kyle	2020	248	9	33	32	13.3	12.9	.241	.788	40	.472	.338	.371	20.4	40.3
415	 Devers, Rafael	2020	248	11	67	13	27.0	5.2	.263	.793	43	.460	.337	.304	31.5	55.0
416	 Blackmon, Charlie	2020	247	6	44	19	17.8	7.7	.303	.804	42	.426	.340	.340	23.3	50.2
417	 Yelich, Christian	2020	247	12	76	46	30.8	18.6	.205	.786	22	.473	.343	.394	33.6	34.6
418	 Betts, Mookie	2020	246	16	38	24	15.4	9.8	.292	.928	39	.485	.390	.359	13.8	40.5
419	 Hiura, Keston	2020	246	13	85	16	34.6	6.5	.212	.707	32	.435	.304	.299	42.7	50.1
420	 Olson, Matt	2020	245	14	77	34	31.4	13.9	.195	.734	42	.453	.316	.336	34.8	42.7
421	 Harper, Bryce	2020	244	13	43	49	17.6	20.1	.268	.962	33	.658	.400	.451	28.6	45.9
422	 Rizzo, Anthony	2020	243	11	38	28	15.6	11.5	.222	.756	24	.413	.326	.383	19.3	42.5
423	 Walker, Christian	2020	243	7	50	19	20.6	7.8	.271	.792	34	.454	.339	.331	27.1	51.8
424	 Canha, Mark	2020	243	5	54	37	22.2	15.2	.246	.795	33	.415	.351	.387	24.0	38.0
425	 Franco, Maikel	2020	243	8	38	16	15.6	6.6	.278	.778	38	.398	.329	.305	24.6	49.9
426	 Bellinger, Cody	2020	243	12	42	30	17.3	12.3	.239	.788	30	.494	.337	.373	23.3	47.6
427	 Guerrero Jr., Vladimir	2020	243	9	38	20	15.6	8.2	.262	.791	33	.446	.338	.334	24.7	47.9
428	 Castellanos, Nick	2020	242	14	69	19	28.5	7.9	.225	.784	34	.545	.329	.343	34.2	51.8
429	 Lewis, Kyle	2020	242	11	71	34	29.3	14.0	.262	.801	28	.433	.349	.347	36.3	43.2
430	 McCutchen, Andrew	2020	241	10	48	22	19.9	9.1	.253	.757	34	.484	.327	.346	22.0	40.6
431	 Trout, Mike	2020	241	17	56	35	23.2	14.5	.281	.993	46	.612	.407	.405	19.5	36.7
432	 Reyes, Franmil	2020	241	9	69	24	28.6	10.0	.275	.794	34	.442	.341	.328	38.5	46.0
433	 Alonso, Pete	2020	239	16	61	24	25.5	10.0	.231	.816	35	.463	.342	.323	30.4	46.1
434	 Martinez, J.D.	2020	237	7	59	22	24.9	9.3	.213	.680	27	.443	.290	.306	28.1	51.9
435	 Gregorius, Didi	2020	237	10	28	15	11.8	6.3	.284	.827	40	.396	.348	.322	18.8	53.5
436	 Semien, Marcus	2020	236	7	50	25	21.2	10.6	.223	.679	23	.352	.299	.293	23.3	44.1
437	 Báez, Javier	2020	235	8	75	7	31.9	3.0	.203	.598	24	.380	.256	.251	37.8	53.2
438	 Voit III, Luke	2020	234	22	54	17	23.1	7.3	.277	.948	52	.586	.393	.340	27.6	52.1
439	 Mondesi, Adalberto	2020	233	6	70	11	30.0	4.7	.256	.710	22	.355	.305	.255	39.8	54.5
440	 Conforto, Michael	2020	233	9	57	24	24.5	10.3	.322	.927	31	.478	.401	.377	26.0	44.2
441	 Solak, Nick	2020	233	2	42	18	18.0	7.7	.268	.670	23	.388	.297	.326	19.1	43.8
442	 Rendon, Anthony	2020	232	9	31	38	13.4	16.4	.286	.915	31	.469	.395	.420	14.7	40.5
443	 Seager, Corey	2020	232	15	37	17	15.9	7.3	.307	.943	41	.656	.394	.381	25.8	55.6
444	 Crawford, J.P.	2020	232	2	39	23	16.8	9.9	.255	.674	24	.360	.303	.343	18.2	41.1
445	 Cabrera, Miguel	2020	231	10	51	24	22.1	10.4	.250	.746	35	.520	.323	.366	31.6	47.7
446	 Goldschmidt, Paul	2020	231	6	43	37	18.6	16.0	.304	.883	21	.510	.387	.403	23.7	40.6
447	 Grichuk, Randal	2020	231	12	49	13	21.2	5.6	.273	.793	35	.468	.334	.312	23.1	51.7
448	 Suárez, Eugenio	2020	231	15	67	30	29.0	13.0	.202	.782	38	.472	.332	.325	31.7	41.7
449	 Rosario, Eddie	2020	231	13	34	19	14.7	8.2	.257	.792	42	.437	.333	.307	22.6	51.9
450	 Alberto, Hanser	2020	231	3	30	5	13.0	2.2	.283	.699	22	.319	.301	.272	16.7	62.9
451	 Moncada, Yoán	2020	231	6	72	28	31.2	12.1	.225	.705	24	.336	.309	.306	30.5	43.1
452	 Happ, Ian	2020	231	12	63	30	27.3	13.0	.258	.866	28	.469	.369	.365	35.7	43.5
453	 Gurriel, Yuli	2020	230	6	27	12	11.7	5.2	.232	.658	22	.408	.281	.314	15.6	48.8
454	 Frazier, Adam	2020	230	7	35	17	15.2	7.4	.230	.661	23	.378	.291	.317	16.4	46.2
455	 Fletcher, David	2020	230	3	25	20	10.9	8.7	.319	.801	18	.351	.350	.352	8.6	37.2
456	 Anderson, Brian	2020	229	11	66	22	28.8	9.6	.255	.810	38	.426	.348	.321	34.4	49.1
457	 Davis, J.D.	2020	229	6	56	31	24.5	13.5	.247	.760	19	.424	.339	.376	29.3	44.9
458	 Calhoun, Kole	2020	228	16	50	28	21.9	12.3	.226	.864	40	.517	.362	.370	32.7	46.8
459	 La Stella, Tommy	2020	228	5	12	27	5.3	11.8	.281	.819	25	.423	.355	.366	11.2	38.1
460	 Kiner-Falefa, Isiah	2020	228	3	32	14	14.0	6.1	.280	.699	10	.340	.307	.312	15.8	47.4
461	 Tucker, Kyle	2020	228	9	46	18	20.2	7.9	.268	.837	42	.449	.349	.318	22.5	50.5
462	 Edman, Tommy	2020	227	5	48	16	21.1	7.0	.250	.685	26	.367	.302	.334	19.0	42.7
463	 Robert Jr., Luis	2020	227	11	73	20	32.2	8.8	.233	.738	31	.462	.316	.296	41.5	57.6
464	 Polanco, Jorge	2020	226	4	35	13	15.5	5.8	.258	.658	19	.381	.289	.308	16.8	43.7
465	 Gallo, Joey	2020	226	10	79	29	35.0	12.8	.181	.679	26	.415	.297	.308	37.4	43.6
466	 Jiménez, Eloy	2020	226	14	56	12	24.8	5.3	.296	.891	41	.540	.373	.317	29.2	54.4
467	 Yastrzemski, Mike	2020	225	10	55	30	24.4	13.3	.297	.968	35	.488	.407	.360	24.7	39.1
468	 Contreras, Willson	2020	225	7	57	20	25.3	8.9	.243	.763	26	.441	.336	.361	33.6	47.9
469	 Bogaerts, Xander	2020	225	11	41	21	18.2	9.3	.300	.866	28	.471	.368	.327	23.0	43.6
470	 Nimmo, Brandon	2020	225	8	43	33	19.1	14.7	.280	.888	18	.423	.387	.381	21.6	41.6
471	 Schwarber, Kyle	2020	224	11	66	30	29.5	13.4	.188	.701	24	.441	.307	.340	28.0	42.9
472	 Lowe, Brandon	2020	224	14	58	25	25.9	11.2	.269	.916	37	.550	.385	.356	35.7	46.9
473	 Gurriel Jr., Lourdes	2020	224	11	48	14	21.4	6.3	.308	.882	33	.486	.372	.325	26.3	51.2
474	 Votto, Joey	2020	223	11	43	37	19.3	16.6	.226	.800	22	.478	.347	.377	22.5	36.2
475	 Bell, Josh	2020	223	8	59	22	26.5	9.9	.226	.669	22	.381	.286	.308	33.6	45.9
476	 Pillar, Kevin	2020	223	6	41	13	18.4	5.8	.288	.798	26	.435	.341	.322	25.3	51.9
477	 Escobar, Eduardo	2020	222	4	41	15	18.5	6.8	.212	.605	20	.396	.257	.317	21.6	51.4
478	 Springer III, George	2020	222	14	38	24	17.1	10.8	.265	.899	32	.569	.379	.386	25.3	47.7
479	 Laureano, Ramón	2020	222	6	58	24	26.1	10.8	.213	.704	25	.403	.315	.353	25.0	40.2
480	 Correa, Carlos	2020	221	5	49	16	22.2	7.2	.264	.709	25	.402	.308	.319	24.4	47.1
481	 Anderson, Tim	2020	221	10	50	10	22.6	4.5	.322	.886	21	.501	.376	.324	30.9	55.2
482	 Verdugo, Alex	2020	221	6	45	17	20.4	7.7	.308	.845	15	.369	.362	.305	18.7	42.8
483	 Peralta, David	2020	218	5	45	13	20.6	6.0	.300	.772	34	.375	.333	.304	21.1	46.6
484	 Myers, Wil	2020	218	15	56	18	25.7	8.3	.288	.959	40	.589	.400	.351	25.9	42.6
485	 Segura, Jean	2020	217	7	45	23	20.7	10.6	.266	.769	25	.391	.333	.334	22.1	46.8
486	 Bradley Jr., Jackie	2020	217	7	48	23	22.1	10.6	.283	.814	22	.368	.352	.311	25.9	45.3
487	 Ahmed, Nick	2020	217	5	46	18	21.2	8.3	.266	.729	29	.377	.318	.310	27.4	48.2
488	 LeMahieu, DJ	2020	216	10	21	18	9.7	8.3	.364	1.011	27	.460	.429	.376	11.2	44.1
489	 Aguilar, Jesús	2020	216	8	40	23	18.5	10.6	.277	.809	34	.452	.347	.348	22.3	47.3
490	 Núñez, Renato	2020	216	12	64	17	29.6	7.9	.256	.816	31	.431	.347	.298	30.1	52.1
491	 Cruz Jr., Nelson	2020	214	16	58	25	27.1	11.7	.303	.992	33	.545	.411	.369	34.2	47.6
492	 Taylor, Chris	2020	214	8	55	26	25.7	12.1	.270	.842	32	.488	.364	.368	32.5	44.9
493	 Cabrera, Asdrúbal	2020	213	8	40	19	18.8	8.9	.242	.752	31	.429	.319	.307	20.5	46.1
494	 Flores, Wilmer	2020	213	12	36	13	16.9	6.1	.268	.830	32	.430	.347	.294	17.8	48.0
495	 Reyes, Victor	2020	213	4	45	9	21.1	4.2	.277	.706	14	.430	.307	.324	26.4	54.2
496	 Hicks, Aaron	2020	211	6	38	41	18.0	19.4	.225	.793	21	.435	.351	.405	27.9	39.4
497	 Reddick, Josh	2020	210	4	42	20	20.0	9.5	.245	.694	23	.360	.304	.319	22.6	46.5
498	 Altuve, Jose	2020	210	5	39	17	18.6	8.1	.219	.630	18	.349	.278	.296	20.2	50.0
499	 Pollock, AJ	2020	210	16	45	12	21.4	5.7	.276	.880	34	.499	.364	.312	24.4	47.7
500	 Dickerson, Corey	2020	210	7	35	15	16.7	7.1	.258	.713	17	.396	.308	.303	25.7	53.4
501	 Longoria, Evan	2020	209	7	39	11	18.7	5.3	.254	.722	28	.524	.308	.329	21.0	45.0
502	 Duvall, Adam	2020	209	16	54	15	25.8	7.2	.237	.833	33	.516	.348	.294	27.1	49.0
503	 McNeil, Jeff	2020	209	4	24	20	11.5	9.6	.311	.837	23	.407	.360	.355	17.5	57.0
504	 Wong, Kolten	2020	208	1	30	20	14.4	9.6	.265	.676	16	.306	.305	.324	15.8	43.9
505	 Reynolds, Bryan	2020	208	7	57	21	27.4	10.1	.189	.632	19	.403	.278	.310	27.7	46.8
506	 García, Avisaíl	2020	207	2	49	20	23.7	9.7	.238	.659	15	.375	.296	.339	34.7	54.6
507	 Villar, Jonathan	2020	207	2	54	19	26.1	9.2	.232	.593	15	.287	.266	.288	32.0	51.6
508	 Hernández, Teoscar	2020	207	16	63	14	30.4	6.8	.289	.919	34	.614	.384	.346	34.9	46.4
509	 Candelario, Jeimer	2020	206	7	49	20	23.8	9.7	.297	.872	29	.471	.373	.351	27.6	45.0
510	 Tapia, Raimel	2020	206	1	38	14	18.4	6.8	.321	.771	17	.325	.338	.305	18.7	51.1
511	 Riley, Austin	2020	206	8	49	16	23.8	7.8	.239	.716	27	.474	.307	.325	30.1	54.2
512	 Sanó, Miguel	2020	205	13	90	18	43.9	8.8	.204	.756	25	.483	.317	.288	42.6	47.3
513	 Adames, Willy	2020	205	8	74	20	36.1	9.8	.259	.813	23	.394	.347	.305	38.7	46.2
514	 Ruiz, Rio	2020	204	9	46	17	22.5	8.3	.222	.713	32	.356	.303	.277	27.3	52.0
515	 Solano, Donovan	2020	203	3	39	10	19.2	4.9	.326	.828	29	.417	.357	.320	22.0	51.9
516	 Profar, Jurickson	2020	202	7	28	15	13.9	7.4	.278	.771	25	.411	.335	.350	20.1	47.1
517	 White, Evan	2020	202	8	84	18	41.6	8.9	.176	.598	26	.387	.261	.269	38.0	43.8
518	 Acuña Jr., Ronald	2020	202	14	60	38	29.7	18.8	.250	.987	29	.591	.413	.409	29.9	40.5
519	 Arenado, Nolan	2020	201	8	20	15	10.0	7.5	.253	.737	26	.392	.308	.289	17.9	48.1
520	 Moran, Colin	2020	200	10	52	19	26.0	9.5	.247	.797	23	.479	.340	.332	28.0	49.9
521	 Gonzalez, Marwin	2020	199	5	41	17	20.6	8.5	.211	.606	22	.401	.269	.315	23.5	43.0
522	 Smith, Dominic	2020	199	10	45	14	22.6	7.0	.316	.993	42	.566	.412	.365	26.0	51.9
523	 Kepler, Max	2020	196	9	36	22	18.4	11.2	.228	.760	23	.425	.328	.349	21.2	44.8
524	 Soto, Juan	2020	196	13	28	41	14.3	20.9	.351	1.185	37	.696	.478	.475	21.4	36.2
525	 Realmuto, J.T.	2020	195	11	48	16	24.6	8.2	.266	.840	32	.498	.361	.331	29.8	45.3
526	 Marte, Ketel	2020	195	2	21	7	10.8	3.6	.287	.732	17	.381	.316	.309	14.1	45.0
527	 Grandal, Yasmani	2020	194	8	58	30	29.9	15.5	.230	.773	27	.403	.338	.334	30.7	34.1
528	 Crawford, Brandon	2020	193	8	47	15	24.4	7.8	.256	.791	28	.398	.334	.311	31.5	54.6
529	 González, Erik	2020	193	3	51	8	26.4	4.1	.227	.614	20	.396	.262	.276	32.0	53.4
530	 McMahon, Ryan	2020	193	9	66	18	34.2	9.3	.215	.714	26	.389	.308	.286	31.4	47.3
531	 Grossman, Robbie	2020	192	8	38	21	19.8	10.9	.241	.826	23	.399	.351	.344	18.4	43.4
532	 Cronenworth, Jake	2020	192	4	30	18	15.6	9.4	.285	.831	20	.535	.356	.383	16.7	39.8
533	 Lopez, Nicky	2020	192	1	41	18	21.4	9.4	.201	.552	13	.308	.254	.319	21.0	44.6
534	 Vázquez, Christian	2020	189	7	43	16	22.8	8.5	.283	.801	23	.358	.346	.289	22.9	47.6
535	 Arcia, Orlando	2020	189	5	32	14	16.9	7.4	.260	.733	20	.428	.317	.339	23.1	46.8
536	 Robles, Victor	2020	189	3	53	9	28.0	4.8	.220	.608	15	.280	.273	.284	27.1	50.3
537	 Brantley Jr., Michael	2020	187	5	28	17	15.0	9.1	.300	.840	22	.413	.362	.327	16.3	39.9
538	 Dozier, Hunter	2020	186	6	48	27	25.8	14.5	.228	.736	12	.385	.326	.351	30.9	41.9
